year,month,rank,title,views
2018,4,842,Katarzyna Kwiatkowska,16065
2018,4,843,Aleja gwiazd,16052
2018,4,886,Pitbull. Ostatni pies,15594
2018,4,952,Jacek Skiba,15065
2018,4,975,Polska czerwona księga zwierząt,14837
2018,5,82,Defekacja,55066
2018,5,124,Kortez,45015
2018,5,127,Małgorzata Rozenek-Majdan,44441
2018,5,132,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),43856
2018,5,145,Osadnik Gajówka,42544
2018,5,160,"Soma 0,5 mg",40872
2018,5,284,Bernadeta Krynicka,30804
2018,5,367,KęKę,27168
2018,5,399,Sprawiedliwi – Wydział Kryminalny,25807
2018,5,408,Kali (raper),25414
2018,5,448,Emil Stępień,24205
2018,5,461,Piotr Bałtroczyk,23626
2018,5,486,Sara Chmiel,22969
2018,5,532,Święta katolickie w Polsce,21999
2018,5,592,Gliniarze (serial telewizyjny),20939
2018,5,613,Tomasz Kammel,20570
2018,5,624,Michał Królikowski,20394
2018,5,637,Tomasz Ciachorowski,20118
2018,5,726,Alojzy Piontek,18598
2018,5,756,Rezerwat przyrody Hedera,18271
2018,5,776,Powieść paraboliczna,17986
2018,5,785,Joanna Przetakiewicz,17910
2018,5,811,Lista odcinków serialu Świat według Kiepskich,17607
2018,5,816,Andrzej Banasiak,17560
2018,5,868,Chada,16968
2018,5,934,Polska czerwona księga zwierząt,16384
2018,6,78,Sławek Uniatowski,64493
2018,6,116,Kortez,52083
2018,6,125,Historia reprezentacji Polski w piłce nożnej mężczyzn,50504
2018,6,184,Małgorzata Rozenek-Majdan,40287
2018,6,223,Kali (raper),35786
2018,6,259,Wanda Kwietniewska,32541
2018,6,270,Karol Bedorf,32178
2018,6,456,Sławomir Szewiński,22532
2018,6,477,"Soma 0,5 mg",22150
2018,6,495,Projekt Lady,21793
2018,6,501,Strzelcy bramek dla reprezentacji Polski w piłce nożnej mężczyzn,21627
2018,6,520,Joanna Przetakiewicz,21144
2018,6,588,Tomasz Oświeciński,19337
2018,6,589,Maciej Miecznikowski,19300
2018,6,590,Barbara Szcześniak,19288
2018,6,687,Osadnik Gajówka,17605
2018,6,689,Sara Brylewska,17581
2018,6,702,Lista odcinków serialu Świat według Kiepskich,17362
2018,6,728,Vivian Quarcoo,16980
2018,6,734,Jerzy Zięba,16858
2018,6,753,Sprawiedliwi – Wydział Kryminalny,16693
2018,6,780,Gliniarze (serial telewizyjny),16422
2018,6,837,Dominika Gawęda,15720
2018,6,845,KęKę,15635
2018,6,913,Historia występów reprezentacji Polski w piłce nożnej mężczyzn w rozgrywkach międzynarodowych,15058
2018,6,927,Przemysław Babiarz,14960
2018,7,76,Kamil Sipowicz,59145
2018,7,157,Kortez,39194
2018,7,206,Józef Iwulski,33573
2018,7,269,Osadnik Gajówka,28559
2018,7,353,Małgorzata Rozenek-Majdan,24766
2018,7,433,"Blisko, coraz bliżej",21936
2018,7,464,Milo Kurtis,20876
2018,7,468,Lista odcinków serialu Świat według Kiepskich,20774
2018,7,472,Historia reprezentacji Polski w piłce nożnej mężczyzn,20722
2018,7,529,Joanna Przetakiewicz,19493
2018,7,537,Gliniarze (serial telewizyjny),19337
2018,7,543,Marcin Matczak,19280
2018,7,550,"Soma 0,5 mg",19167
2018,7,580,Marek Chmaj,18661
2018,7,649,Bohdan Zdziennicki,17536
2018,7,693,Sławomir Szewiński,16852
2018,7,694,Kobiety mafii (serial telewizyjny),16842
2018,7,788,Daleko od szosy,15629
2018,7,837,Dorota Szelągowska,15149
2018,7,854,Grzegorz Grzyb (muzyk),14990
2018,7,919,Sprawiedliwi – Wydział Kryminalny,14266
2018,7,970,Wiesław Johann,13851
2018,8,36,Kamil Sipowicz,63388
2018,8,42,Skurwysyn,60568
2018,8,59,Kortez,51878
2018,8,71,Areometr Richtera,49342
2018,8,116,Linia kolejowa nr 250,38939
2018,8,155,Henryk Niewiadomski,33103
2018,8,183,Rinke Rooyens,30970
2018,8,222,Osadnik Gajówka,28997
2018,8,243,Gliniarze (serial telewizyjny),27703
2018,8,281,Małgorzata Rozenek-Majdan,25806
2018,8,307,Lista odcinków serialu Świat według Kiepskich,24841
2018,8,395,Genowefa Pigwa,21694
2018,8,422,Tamara Gonzalez Perea,20956
2018,8,459,Felicjan Andrzejczak,20017
2018,8,468,Olivier Janiak,19835
2018,8,476,Dorota Szelągowska,19642
2018,8,484,Andrzej Banasiak,19543
2018,8,528,Igor Kwiatkowski,18779
2018,8,544,Dominika Gawęda,18384
2018,8,547,Klocuch,18349
2018,8,573,Vox (zespół muzyczny),17855
2018,8,580,Adrianna Borek,17746
2018,8,590,Sprawiedliwi – Wydział Kryminalny,17671
2018,8,592,Sławek Uniatowski,17646
2018,8,623,Milo Kurtis,17225
2018,8,657,Jerzy Zięba,16911
2018,8,658,Pitbull. Ostatni pies,16895
2018,8,675,Agnieszka Woźniak-Starak,16671
2018,8,687,Zbigniew Hołdys,16463
2018,8,742,Krystyna Loska,15793
2018,8,761,Nocny Kochanek,15601
2018,8,786,Mirosław Gawor,15399
2018,8,893,Wykaz ras psów agresywnych,14411
2018,8,918,Piotr Najsztub,14186
2018,9,12,Kolaudacja,140245
2018,9,55,Fundusz Obsługi Zadłużenia Zagranicznego,60497
2018,9,58,Rinke Rooyens,59085
2018,9,108,Adriana Kalska,42844
2018,9,139,Kortez,38145
2018,9,166,Linia kolejowa nr 250,35570
2018,9,183,Dariusz Przywieczerski,33960
2018,9,205,Małgorzata Rozenek-Majdan,32457
2018,9,300,Mateusz Ziółko,26912
2018,9,302,Falandyzacja prawa,26853
2018,9,316,Joanna Przetakiewicz,26115
2018,9,345,Lista odcinków serialu Świat według Kiepskich,24582
2018,9,348,Sprawiedliwi – Wydział Kryminalny,24517
2018,9,432,Milano (zespół muzyczny),22070
2018,9,454,Zuzanna Falzmann,21410
2018,9,480,Piękni i Młodzi,20804
2018,9,540,Gliniarze (serial telewizyjny),19628
2018,9,545,Kamienie na szaniec,19572
2018,9,554,Radzimir Dębski,19459
2018,9,564,Marek Molak,19325
2018,9,575,Maja Frykowska,19117
2018,9,742,Dorota Szelągowska,16916
2018,9,821,Maciej Zientarski,15808
2018,9,855,Adrianna Borek,15551
2018,9,897,Igor Kwiatkowski,15194
2018,9,907,Pierwsza miłość,15124
2018,9,938,Jolanta Pieńkowska,14784
2018,9,981,Iloczyn,14496
2018,9,983,Krzysztof Łapiński,14463
2018,10,24,Linia kolejowa nr 250,86604
2018,10,68,Bogdan Sawicki (dziennikarz),54529
2018,10,81,Kortez,50265
2018,10,118,Mateusz Ziółko,42472
2018,10,173,Dzień Edukacji Narodowej,36479
2018,10,194,Rinke Rooyens,34355
2018,10,229,Adriana Kalska,31476
2018,10,273,Piotr Pawłowski (działacz społeczny),29070
2018,10,328,Małgorzata Rozenek-Majdan,26807
2018,10,460,Lista odcinków serialu Świat według Kiepskich,22654
2018,10,466,Krystyna Krzekotowska,22459
2018,10,502,Sprawiedliwi – Wydział Kryminalny,21693
2018,10,575,Jan Śpiewak (działacz społeczny),20210
2018,10,590,Szkoła latania,19897
2018,10,618,Wojciech Medyński,19484
2018,10,686,Dorota Szelągowska,18594
2018,10,710,Maja Frykowska,18303
2018,10,715,Gliniarze (serial telewizyjny),18188
2018,10,729,Stopnie naukowe w Polsce,17988
2018,10,733,Piotr Ferster,17943
2018,10,736,Akop Szostak,17936
2018,10,780,Iloczyn,17322
2018,10,792,Tomasz Kammel,17195
2018,10,837,Joanna Przetakiewicz,16819
2018,10,979,Bogdan Rymanowski,15632
2018,11,7,Marek Chrzanowski (ekonomista),187873
2018,11,20,Linia kolejowa nr 250,113114
2018,11,45,Jolanta Pieńkowska,77258
2018,11,66,Połączenie zgrzewane,63246
2018,11,145,Jerzy Zięba,45356
2018,11,163,Centralna Doświadczalna Stacja Jedwabnicza,43177
2018,11,208,Mateusz Ziółko,37654
2018,11,288,Kortez,32268
2018,11,358,Rinke Rooyens,28773
2018,11,424,Dixon37,26174
2018,11,438,Małgorzata Rozenek-Majdan,25655
2018,11,445,Adriana Kalska,25387
2018,11,494,Gomółka,24377
2018,11,496,Paweł Piekarczyk,24260
2018,11,529,Jacek Jastrzębski,23573
2018,11,530,Szkoła latania,23566
2018,11,537,Honorata Witańska,23261
2018,11,541,Elżbieta Chojna-Duch,23171
2018,11,548,Sprawiedliwi – Wydział Kryminalny,22987
2018,11,578,Lista odcinków serialu Świat według Kiepskich,22355
2018,11,630,Gliniarze (serial telewizyjny),21354
2018,11,690,Komisja śledcza do zbadania prawidłowości i legalności działań organów i instytucji publicznych wobec podmiotów wchodzących w skład Grupy Amber Gold,20310
2018,11,715,Dorota Szelągowska,19852
2018,11,730,Chada,19646
2018,11,777,Wykaz ras psów agresywnych,19097
2018,11,783,Sławomir Matczak,19037
2018,11,840,Pogrzeb Józefa Piłsudskiego,18512
2018,11,871,Joanna Przetakiewicz,18099
2018,11,922,Sławek Uniatowski,17487
2018,11,960,Zbigniew Korpolewski,17178
2019,1,12,Irena Dziedzic,164317
2019,1,30,Janusz Kozioł,93144
2019,1,88,Linia kolejowa nr 250,53326
2019,1,100,Ludwik Wiśniewski,50529
2019,1,134,Aleksander Milwiw-Baron,44720
2019,1,136,Kortez,44632
2019,1,251,Małgorzata Rozenek-Majdan,33855
2019,1,258,Srebrna (przedsiębiorstwo),33198
2019,1,296,Dorota Szelągowska,31165
2019,1,410,Romuald Dębski,27322
2019,1,554,Lista odcinków serialu Świat według Kiepskich,23125
2019,1,687,Adrianna Borek,20890
2019,1,762,Danuta Holecka,19877
2019,1,824,Stopnie naukowe w Polsce,19098
2019,1,842,Lista skoczków narciarskich ze zwycięstwem w Pucharze Świata,18881
2019,1,887,Daleko od szosy,18365
2019,1,904,Sławek Uniatowski,18222
2019,1,934,Iloczyn,17965
2019,1,938,Tomasz Kammel,17884
2019,1,957,Zima stulecia,17765
2019,1,959,Kabaret Nowaki,17744
2019,1,977,Bogusław Leśnodorski (ur. 1975),17616
2019,2,8,Burzan,143058
2019,2,26,Marta Olszewska,81445
2019,2,77,Lista skoczków narciarskich ze zwycięstwem w Pucharze Świata,48945
2019,2,81,Zakochani po uszy,48617
2019,2,86,Linia kolejowa nr 250,46353
2019,2,117,Aleksander Milwiw-Baron,40186
2019,2,176,Tadeusz Kraśko,33616
2019,2,188,Lista Macierewicza,32415
2019,2,196,Włodarz (funkcja),32072
2019,2,199,Rinke Rooyens,31703
2019,2,206,Joanna Przetakiewicz,31319
2019,2,224,Srebrna (przedsiębiorstwo),30287
2019,2,229,Kortez,30057
2019,2,291,Kazimierz Kujda,26373
2019,2,302,Gliniarze (serial telewizyjny),26001
2019,2,309,Andrzej Banasiak,25810
2019,2,345,Wybory do Parlamentu Europejskiego w Polsce,24849
2019,2,384,Lista odcinków serialu Świat według Kiepskich,23870
2019,2,480,Tomasz Drzyzga,21780
2019,2,494,Edyta Lewandowska (dziennikarka),21534
2019,2,497,Tomasz Kammel,21458
2019,2,586,Jacek Dubois,19779
2019,2,612,Dorota Szelągowska,19247
2019,2,647,Tamara Gonzalez Perea,18940
2019,2,675,Zuzanna Falzmann,18525
2019,2,711,Hell’s Kitchen. Piekielna kuchnia,18037
2019,2,781,Reprezentacja Polski w skokach narciarskich,17081
2019,2,811,Stopnie naukowe w Polsce,16761
2019,2,933,Nina Terentiew,15652
2019,2,939,Iloczyn,15619
2019,2,959,Danuta Holecka,15397
2019,4,6,Sławomir Broniarz,138428
2019,4,63,Aleksander Milwiw-Baron,51106
2019,4,80,Dorota Szelągowska,44713
2019,4,138,Sławek Uniatowski,36043
2019,4,149,Wojciech Kudelski,34758
2019,4,167,Wojciech Mann,32489
2019,4,233,Tamara Gonzalez Perea,28603
2019,4,264,Sprawiedliwi – Wydział Kryminalny,26492
2019,4,278,Dance Dance Dance,26034
2019,4,284,Robert Kupisz,25893
2019,4,306,Remigiusz Wierzgoń,25031
2019,4,355,Lista odcinków serialu Świat według Kiepskich,23398
2019,4,376,Agata Młynarska,22791
2019,4,453,Awans zawodowy nauczycieli,20744
2019,4,499,Kortez,19967
2019,4,500,Jolanta Wołłejko,19967
2019,4,513,Jan Kliment (tancerz),19662
2019,4,530,Wybory do Parlamentu Europejskiego w Polsce,19381
2019,4,574,Notre Dame,18686
2019,4,641,Otwarty fundusz emerytalny,17771
2019,4,673,Zakochani po uszy,17348
2019,4,734,Joanna Przetakiewicz,16551
2019,4,735,Europa da się lubić,16534
2019,4,772,Stanisław Lilpop,16054
2019,4,810,Adam Maciejewski (chirurg),15741
2019,4,823,Hell’s Kitchen. Piekielna kuchnia,15574
2019,4,901,Agnieszka Woźniak-Starak,14829
2019,4,920,Jerzy Zięba,14598
2019,4,975,Stanisław Karpiel-Bułecka,14254
2019,4,981,Tomasz Działowy,14206
2019,5,27,Eugeniusz Makulski,92566
2019,5,40,Wybory do Parlamentu Europejskiego w Polsce,78735
2019,5,59,Franciszek Cybula,63713
2019,5,89,Liberté!,53546
2019,5,120,Tomasz Działowy,47470
2019,5,155,Okręgi wyborcze do Parlamentu Europejskiego w Polsce,42434
2019,5,175,Piotr Wawrzyńczak,39491
2019,5,212,Tamara Gonzalez Perea,36441
2019,5,231,Lewica Razem,35565
2019,5,237,Dorota Szelągowska,35006
2019,5,266,Aleksander Milwiw-Baron,33131
2019,5,369,Tercet Egzotyczny,28551
2019,5,375,Jan Kliment (tancerz),28473
2019,5,402,Sławek Uniatowski,27391
2019,5,446,Sprawiedliwi – Wydział Kryminalny,26302
2019,5,450,KORWiN,26232
2019,5,474,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),25534
2019,5,535,Akop Szostak,23733
2019,5,577,Innowacja językowa,22758
2019,5,596,Lista odcinków serialu Świat według Kiepskich,22513
2019,5,637,Władysław Teofil Bartoszewski,21676
2019,5,663,Maria Sadowska,21319
2019,5,679,Małgorzata Rozenek-Majdan,21055
2019,5,756,Zakochani po uszy,19922
2019,5,783,Europa da się lubić,19657
2019,5,883,Michał Chorosiński,18399
2019,5,889,Jerzy Zięba,18262
2019,5,963,Zbigniew Dziewiątkowski,17530
2019,6,93,Sławek Uniatowski,44055
2019,6,108,Filip Nivette,40324
2019,6,121,Joanna Przetakiewicz,38442
2019,6,183,Defekacja,31863
2019,6,223,Felicjan Andrzejczak,28770
2019,6,266,Rinke Rooyens,26627
2019,6,275,Kortez,26273
2019,6,301,Bożena Wahl,24946
2019,6,377,Małgorzata Rozenek-Majdan,22066
2019,6,380,Joszko Broda,22010
2019,6,387,Aleksander Milwiw-Baron,21744
2019,6,518,Krzysztof Piasecki,18697
2019,6,523,Kali (raper),18637
2019,6,546,Red (raper),18281
2019,6,583,Lista odcinków serialu Świat według Kiepskich,17673
2019,6,701,Dawka promieniowania,16285
2019,6,764,Stopnie naukowe w Polsce,15524
2019,6,772,Dorota Szelągowska,15468
2019,6,783,Andrzej Banasiak,15358
2019,6,784,Tadeusz Sznuk,15327
2019,6,786,Janusz Trela,15300
2019,6,873,KęKę,14617
2019,6,883,Dorota Kwiatkowska,14547
2019,6,893,Zbigniew Nowek,14459
2019,6,964,Osadnik Gajówka,13870
2019,7,14,Kolaudacja,101004
2019,7,189,Adrianna Borek,29316
2019,7,230,Sławomir Świerzyński,27302
2019,7,288,Kortez,25055
2019,7,296,Kabaret Nowaki,24873
2019,7,334,Rinke Rooyens,23513
2019,7,353,Joanna Przetakiewicz,22898
2019,7,360,Falandyzacja prawa,22568
2019,7,378,Małgorzata Rozenek-Majdan,22293
2019,7,379,Tadeusz Sznuk,22241
2019,7,443,Tomasz Kammel,20734
2019,7,475,W11 – Wydział Śledczy,20044
2019,7,482,Lista odcinków serialu Świat według Kiepskich,19926
2019,7,505,Milano (zespół muzyczny),19429
2019,7,572,Kali (raper),18348
2019,7,628,Tamara Gonzalez Perea,17435
2019,7,668,Aleksander Milwiw-Baron,16897
2019,7,714,Wykaz ras psów agresywnych,16374
2019,7,751,Dylan i Cole Sprouse,16015
2019,7,819,Gliniarze (serial telewizyjny),15255
2019,7,820,Sebastian Riedel,15243
2019,7,846,KęKę,14933
2019,7,872,Dorota Szelągowska,14660
2019,7,892,Cykl Inkwizytorski,14499
2019,7,924,Sławek Uniatowski,14159
2019,7,943,Projekt Lady,13925
2019,8,1,Agnieszka Woźniak-Starak,770389
2019,8,2,Piotr Woźniak-Starak,596877
2019,8,10,Tęczowy Music Box,192185
2019,8,15,Anna Woźniak-Starak,143845
2019,8,23,Maria Sadowska,106025
2019,8,33,Krzyż na Giewoncie,77697
2019,8,35,Liliana Urbańska,73338
2019,8,53,Sławomir Świerzyński,57217
2019,8,130,Andrzej Rosiewicz,38870
2019,8,210,Chada,31409
2019,8,219,Mejk,31052
2019,8,247,Małgorzata Rozenek-Majdan,29271
2019,8,267,Oczyszczalnia Ścieków „Czajka”,28199
2019,8,306,Aleksander Milwiw-Baron,26724
2019,8,307,Piękni i Młodzi,26696
2019,8,318,Milano (zespół muzyczny),26184
2019,8,324,Łukasz Piebiak,25953
2019,8,374,Sławek Uniatowski,23813
2019,8,391,Jacek Zieliński (muzyk),23265
2019,8,398,Lista odcinków serialu Świat według Kiepskich,23099
2019,8,406,Joszko Broda,22874
2019,8,431,Wanda Kwietniewska,22208
2019,8,445,Okręgi wyborcze do Sejmu Rzeczypospolitej Polskiej,21946
2019,8,448,Tęcza (zespół muzyczny),21786
2019,8,450,Andrzej Buszewicz,21764
2019,8,466,Kortez,21424
2019,8,533,Sebastian Riedel,20152
2019,8,555,Joanna Przetakiewicz,19592
2019,8,621,Olivier Janiak,18240
2019,8,643,Wykaz ras psów agresywnych,17980
2019,8,657,Mariusz Zielke,17892
2019,8,663,Anna Wesołowska,17798
2019,8,670,Felicjan Andrzejczak,17735
2019,8,673,Oddział Zamknięty,17700
2019,8,700,Maja Frykowska,17270
2019,8,720,Maria Czubaszek,17082
2019,8,753,Gliniarze (serial telewizyjny),16688
2019,8,785,Kazimierz Orzechowski (duchowny),16382
2019,8,812,Pasierb,16163
2019,8,895,Wojciech Mann,15205
2019,8,902,Classic,15170
2019,8,933,Grotołaz,14840
2019,8,936,Tomasz Kammel,14804
2019,8,946,Aleksander Pałac,14720
2019,8,965,Osadnik Gajówka,14582
2019,9,35,Chada,73100
2019,9,51,Agnieszka Woźniak-Starak,62131
2019,9,63,Piotr Woźniak-Starak,55090
2019,9,101,Krzysztof Kalczyński,45308
2019,9,114,Ewelina Ruckgaber,42939
2019,9,120,Anna Wesołowska,42360
2019,9,152,Aleksander Milwiw-Baron,39449
2019,9,181,Love Island. Wyspa miłości,36001
2019,9,246,Magdalena Scholl,32224
2019,9,268,Sprawa zabójstwa Krzysztofa Olewnika,31091
2019,9,287,Zawsze warto,30260
2019,9,296,Maria Sadowska,30032
2019,9,363,Akop Szostak,26590
2019,9,376,Partia obrotowa,26162
2019,9,407,Oczyszczalnia Ścieków „Czajka”,24987
2019,9,420,Kortez,24472
2019,9,453,Joszko Broda,23520
2019,9,493,Anna Woźniak-Starak,22552
2019,9,519,Joanna Lazer,21888
2019,9,534,Lista odcinków serialu Świat według Kiepskich,21573
2019,9,545,Alan Andersz,21367
2019,9,589,Iloczyn,20422
2019,9,644,Anna Kalczyńska,19374
2019,9,655,Strzelanina w Magdalence,19201
2019,9,658,Gliniarze (serial telewizyjny),19139
2019,9,681,Liliana Urbańska,18745
2019,9,683,Tomasz Kammel,18729
2019,9,737,Jerzy Dominik,18048
2019,9,772,Ninja Warrior Polska,17505
2019,9,803,KęKę,17033
2019,9,841,Inflacja w Polsce,16678
2019,9,844,Małgorzata Rozenek-Majdan,16668
2019,9,872,Zakochani po uszy,16450
2019,9,909,Okręgi wyborcze do Sejmu Rzeczypospolitej Polskiej,16182
2019,9,954,Kamienie na szaniec,15706
2019,9,959,Joanna Przetakiewicz,15631
2019,10,144,Alan Andersz,43949
2019,10,164,KORWiN,41066
2019,10,174,Fame MMA,40263
2019,10,195,Chada,38726
2019,10,197,Ewelina Ruckgaber,38497
2019,10,249,Rinke Rooyens,34591
2019,10,256,Love Island. Wyspa miłości,34336
2019,10,274,Dzień Edukacji Narodowej,33432
2019,10,316,"Felix, Net i Nika oraz Gang Niewidzialnych Ludzi",30794
2019,10,333,Dorota Szelągowska,30193
2019,10,370,Sejm Rzeczypospolitej Polskiej VIII kadencji,28634
2019,10,410,Formacja Chatelet,27456
2019,10,434,Rafał Wójcikowski,26445
2019,10,437,Aleksander Milwiw-Baron,26347
2019,10,474,Okręgi wyborcze do Sejmu Rzeczypospolitej Polskiej,25062
2019,10,486,Zakochani po uszy,24795
2019,10,502,Bernadeta Krynicka,24223
2019,10,542,Michał Pałubski,23403
2019,10,565,Władysław Teofil Bartoszewski,22945
2019,10,639,Iloczyn,21267
2019,10,640,Stopnie naukowe w Polsce,21230
2019,10,701,Pracownicze plany kapitałowe,20055
2019,10,743,Zawsze warto,19448
2019,10,757,Nupturient,19324
2019,10,784,Lista odcinków serialu Świat według Kiepskich,19005
2019,10,819,Mowa ptaków,18674
2019,10,826,Akop Szostak,18569
2019,10,908,Sprawiedliwi – Wydział Kryminalny,17708
2019,10,937,Inflacja w Polsce,17310
2019,10,946,Kortez,17235
2019,11,2,Chada,282953
2019,11,14,Stanisław Zubrzycki,125334
2019,11,99,Elżbieta Chojna-Duch,51252
2019,11,224,Rinke Rooyens,34313
2019,11,231,Żmijowisko,33619
2019,11,234,Aleksander Milwiw-Baron,33473
2019,11,245,Jakub Bartczak,32920
2019,11,320,Krzysztof Hulboj,29131
2019,11,326,Dariusz Krupa,28949
2019,11,357,Fame MMA,27448
2019,11,370,Ewelina Ruckgaber,26866
2019,11,378,Bogdan Łyszkiewicz,26574
2019,11,384,Tymek,26349
2019,11,503,Zakochani po uszy,23208
2019,11,505,Sprawiedliwi – Wydział Kryminalny,23196
2019,11,521,Sławek Uniatowski,22898
2019,11,617,Borys Mańkowski,20901
2019,11,668,Zawsze warto,20042
2019,11,688,Dorota Szelągowska,19816
2019,11,766,Stopnie naukowe w Polsce,18823
2019,11,797,Lista odcinków serialu Świat według Kiepskich,18301
2019,11,842,Jacek Jeschke,17788
2019,11,887,Piotr Woźniak-Starak,17236
2019,11,949,"Felix, Net i Nika oraz Gang Niewidzialnych Ludzi",16611
2020,1,21,Krzysztof Leski,114804
2020,1,49,Jak zostałem gangsterem. Historia prawdziwa,80527
2020,1,96,Jan Dąbrowski (bloger),58970
2020,1,150,Piękni i Młodzi,46737
2020,1,179,Agnieszka Jaskółka,42073
2020,1,233,Lista skoczków narciarskich ze zwycięstwem w Pucharze Świata,35901
2020,1,240,Marcin Matczak,35535
2020,1,251,Aleksander Milwiw-Baron,34957
2020,1,341,Anna Wesołowska,29866
2020,1,434,Reprezentacja Polski w skokach narciarskich,26283
2020,1,457,Andrzej Banasiak,25669
2020,1,511,Tymek,24132
2020,1,522,Jerzy Zięba,23789
2020,1,550,Małgorzata Rozenek-Majdan,23214
2020,1,558,Grzegorz Jędrejek,23149
2020,1,641,Inflacja w Polsce,21658
2020,1,662,Va banque (teleturniej),21235
2020,1,665,Milano (zespół muzyczny),21215
2020,1,691,Stopnie naukowe w Polsce,20853
2020,1,697,Denominacja złotego w 1995 roku,20734
2020,1,699,Halina Paszkowska-Turska,20710
2020,1,753,Lista odcinków serialu Świat według Kiepskich,19686
2020,1,789,Adam Maciejewski (chirurg),19238
2020,1,790,Chada,19234
2020,1,889,Joanna Przetakiewicz,18087
2020,1,944,Dorota Szelągowska,17551
2020,2,26,Jolanta Turczynowicz-Kieryłło,96134
2020,2,76,Ewa Greś,55616
2020,2,98,Aleksander Milwiw-Baron,49373
2020,2,157,Felicjan Andrzejczak,38134
2020,2,158,Halina Lichocka,38082
2020,2,207,Kasia Dereń,33532
2020,2,254,Jan Dąbrowski (bloger),29641
2020,2,271,Zuzanna Falzmann,28604
2020,2,279,Romuald Czystaw,28361
2020,2,290,Jerzy Zięba,27873
2020,2,299,Lista członków zespołu Budka Suflera,27465
2020,2,313,Wybory prezydenckie w Polsce w 2020 roku,26786
2020,2,392,Małgorzata Rozenek-Majdan,24152
2020,2,437,Tomasz Zeliszewski,22918
2020,2,547,"Jolka, Jolka pamiętasz",20609
2020,2,583,Stopnie naukowe w Polsce,20112
2020,2,599,Chada,19697
2020,2,614,Mieczysław Jurecki,19419
2020,2,665,Robert Żarczyński,18592
2020,2,671,Inflacja w Polsce,18506
2020,2,676,Lista odcinków serialu Świat według Kiepskich,18372
2020,2,739,Tamara Gonzalez Perea,17412
2020,2,745,Joanna Przetakiewicz,17384
2020,2,756,Skurwysyn,17189
2020,2,800,Marek Dutkiewicz,16814
2020,2,827,Dance Dance Dance,16501
2020,2,872,Tymek,16099
2020,2,914,Tomasz Kammel,15766
2020,2,945,Marcin Matczak,15442
2020,2,948,Adriana Kalska,15394
2020,3,7,Chada,398293
2020,3,44,Andrzej Śliwak,109079
2020,3,57,Wojciech Mann,88302
2020,3,77,Ursus C-330,78300
2020,3,98,Stan nadzwyczajny,67071
2020,3,105,Anna Gacek,65761
2020,3,159,Rafał Olbrychski,51005
2020,3,166,Dariusz Niebudek,50188
2020,3,204,Iloczyn,44318
2020,3,209,Jerzy Zięba,43799
2020,3,214,Aleksander Milwiw-Baron,43384
2020,3,265,Wybory prezydenckie w Polsce w 2020 roku,38531
2020,3,283,Herb Gryfic,37508
2020,3,284,Dance Dance Dance,37429
2020,3,307,Jakub Bartczak,35712
2020,3,380,Dorota Szelągowska,32488
2020,3,381,Tamara Gonzalez Perea,32482
2020,3,427,Robert Kupisz,30390
2020,3,501,Fame MMA,27447
2020,3,508,Kostek Joriadis,27156
2020,3,595,Kamienie na szaniec,24691
2020,3,603,Maska antysmogowa,24524
2020,3,606,Lista odcinków serialu Świat według Kiepskich,24373
2020,3,616,Przemysław Cypryański,24194
2020,3,650,Marek Lehnert,23528
2020,3,739,Horacjanizm,21781
2020,3,759,Niebieska Karta (procedura),21559
2020,3,760,Wojciech Rokita,21544
2020,3,795,Alan Andersz,21143
2020,3,798,The Four. Bitwa o sławę,21126
2020,3,800,Sprawiedliwi – Wydział Kryminalny,21108
2020,3,884,Małgorzata Rozenek-Majdan,20156
2020,3,966,Zawsze warto,19003
2020,3,973,Tomasz Oświeciński,18925
2020,4,38,Chada,108409
2020,4,43,Wiktor Bater,100072
2020,4,118,Ewa Żarska,64568
2020,4,119,Stan nadzwyczajny,63934
2020,4,172,Wybory prezydenckie w Polsce w 2020 roku,54850
2020,4,221,Kamil Zaradkiewicz,47235
2020,4,301,Jerzy Zięba,39662
2020,4,309,Joanna Przetakiewicz,39089
2020,4,342,Iloczyn,37486
2020,4,369,Hotel Paradise,36296
2020,4,421,Dorota Szelągowska,33987
2020,4,444,Andrzej Adamiak,32882
2020,4,448,Piotr Patkowski,32685
2020,4,554,Edward Miszczak,29042
2020,4,621,Aleksander Milwiw-Baron,27046
2020,4,680,Zwierzęta objęte ścisłą ochroną gatunkową w Polsce (2014–2017),25942
2020,4,700,Anna Chałupa,25504
2020,4,702,Andrzej Mrozek,25453
2020,4,849,Deklinacja w języku polskim,23120
2020,4,864,Lista odcinków serialu Świat według Kiepskich,22944
2020,4,881,Rinke Rooyens,22677
2020,4,890,Jak zostałem gangsterem. Historia prawdziwa,22552
2020,4,891,Koronka do Miłosierdzia Bożego,22549
2020,4,893,Adam Mazguła,22533
2020,4,914,Tamara Gonzalez Perea,22358
2020,4,992,Rezerwat (zespół muzyczny),21366
2020,5,20,Wybory prezydenckie w Polsce w 2020 roku,127202
2020,5,55,Marcin Matczak,82903
2020,5,64,Kamil Zaradkiewicz,77605
2020,5,67,Hot16Challenge,77031
2020,5,135,Aleksander Stępkowski,56119
2020,5,140,Włodzimierz Wróbel,54996
2020,5,161,Chada,52810
